"Handle","Command","Title","Body HTML","Vendor","Type","Tags","Published","Published Scope","Image Src","Variant SKU","Variant Price","Variant Inventory Tracker","Option1 Name","Option1 Value"
"dama-bianca-4-door-glass-doors-wardrobe-white-set","UPDATE","Dama Bianca 4 Door Glass Doors Wardrobe White Set","4 Door White Dama Bianca Wardrobe is a beautiful and useful addition to any white bedroom .  Inside : 2 x shelf and 2 x coat hanger","ESF","wardrobes","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Wardrobes_Dama-Bianca-4-Door-Glass-Doors-Wardrobe-White.jpg","p10423-i23984","2899.99","shopify","",""
"elite-bedroom,-made-in-italy-set","UPDATE","Elite Bedroom, Made In Italy Set","This platform bedroom set will create a visual fantasy in your bedroom using traditional shapes in the modern interpretation.  The standard set is composed of a platform bed; two nightstands; dresser and a mirror. The optional vanity dresser; chest and ottoman can be added for your ultimate convenience. Chrome plated handles and legs Headboard: Microfiber","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Elite-Bedroom-Made-in-Italy.gif","p6976-i11189+i11180+i11185+i11183+i11184","6799.99","shopify","Size","King"
"elite-bedroom,-made-in-italy-set","UPDATE","Elite Bedroom, Made In Italy Set","This platform bedroom set will create a visual fantasy in your bedroom using traditional shapes in the modern interpretation.  The standard set is composed of a platform bed; two nightstands; dresser and a mirror. The optional vanity dresser; chest and ottoman can be added for your ultimate convenience. Chrome plated handles and legs Headboard: Microfiber","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Elite-Bedroom-Made-in-Italy.gif","p6976-i11188+i11181+i11185+i11183+i11184","6299.99","shopify","Size","Queen"
"leonardo-bedroom,-camelgroup-italy-set","UPDATE","Leonardo Bedroom, Camelgroup Italy Set","This Panel Bedroom Set offers a perfect way of brining a classic European design to your traditionally decorated bedroom. The standard set is composed of a bed; two nightstands; your choice of dressers and a decorative mirror. Straight panels are in chipboard; then veneered (veneer being a thin layer of solid wood); then the veneers are lacquered using a 6 steps/layers of UV high gloss polyester lacquer. Manufactured according to European and international standards.   Finish : High gloss lacquered finish : High gloss polyester lacquer with anti- yellowing treatment with UV (ultra violet) drying process. Camelgroup Italy","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Classic-Bedrooms_Leonardo-Bedroom-Camelgroup-Italy.gif","p6789-i10651+i10649+i10654+i10652+i10653","5199.99","shopify","Size","King"
"leonardo-bedroom,-camelgroup-italy-set","UPDATE","Leonardo Bedroom, Camelgroup Italy Set","This Panel Bedroom Set offers a perfect way of brining a classic European design to your traditionally decorated bedroom. The standard set is composed of a bed; two nightstands; your choice of dressers and a decorative mirror. Straight panels are in chipboard; then veneered (veneer being a thin layer of solid wood); then the veneers are lacquered using a 6 steps/layers of UV high gloss polyester lacquer. Manufactured according to European and international standards.   Finish : High gloss lacquered finish : High gloss polyester lacquer with anti- yellowing treatment with UV (ultra violet) drying process. Camelgroup Italy","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Classic-Bedrooms_Leonardo-Bedroom-Camelgroup-Italy.gif","p6789-i10650+i10648+i10654+i10652+i10653","4799.99","shopify","Size","Queen"
"enzo-bedroom-set","UPDATE","Enzo Bedroom Set","Contemporary high-end Bedroom Furniture Set will give your home elegant and cozy look. The finish is matt + Headboard in Microfiber. To the regular bedroom set a chest can be added and a double dresser and an optional Display Unit. All drawers are equipped with self closing mechanisms.  Nightstand;Dresser;Chest Finishes: Carcass: Oak wood veneer 915; Fronts 161 Matt; Handle Plata Vieja (Old Silver)  Bed: Fabrice REBECA 46 and Oak veneer nº 915 (frame of headboard.  Mirror:  Oak veneer nº 915 Matt ","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Enzo.gif","p8354-i17793+i17790+i17786+i17786","6199.99","shopify","Size","King"
"enzo-bedroom-set","UPDATE","Enzo Bedroom Set","Contemporary high-end Bedroom Furniture Set will give your home elegant and cozy look. The finish is matt + Headboard in Microfiber. To the regular bedroom set a chest can be added and a double dresser and an optional Display Unit. All drawers are equipped with self closing mechanisms.  Nightstand;Dresser;Chest Finishes: Carcass: Oak wood veneer 915; Fronts 161 Matt; Handle Plata Vieja (Old Silver)  Bed: Fabrice REBECA 46 and Oak veneer nº 915 (frame of headboard.  Mirror:  Oak veneer nº 915 Matt ","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Enzo.gif","p8354-i17794+i17790+i17786+i17786","5899.99","shopify","Size","Queen"
"prestige-classic-bedroom-set","UPDATE","Prestige Classic Bedroom Set","Prestige Bedroom completes the Day collection with essential items to furnish your home with exclusive style. Georgia bed; elegant and sober; is also available with upholstered headboard for a more sophisticated taste. Chromed details enrich. Georgia  collection with a touch of impeccable charm and artistic distinctiveness. The Bedroom Set with Sleigh Bed consists of Queen Size Bed; Nightstand; Dresser and Mirror. The Bed is available in Queen and King Sizes. The 5-Drawer Chest is an optional items.Straight panels are in chipboard; then veneered (veneer being a thin layer of solid wood); then the veneers are lacquered using a 6 steps/layers of UV high gloss polyester lacquer. Manufactured according to European and international standards.Status Italy","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Prestige-Classic.gif","p6349-i7594+i7592+i7595+i7596+i7597","4199.99","shopify","Size","King"
"prestige-classic-bedroom-set","UPDATE","Prestige Classic Bedroom Set","Prestige Bedroom completes the Day collection with essential items to furnish your home with exclusive style. Georgia bed; elegant and sober; is also available with upholstered headboard for a more sophisticated taste. Chromed details enrich. Georgia  collection with a touch of impeccable charm and artistic distinctiveness. The Bedroom Set with Sleigh Bed consists of Queen Size Bed; Nightstand; Dresser and Mirror. The Bed is available in Queen and King Sizes. The 5-Drawer Chest is an optional items.Straight panels are in chipboard; then veneered (veneer being a thin layer of solid wood); then the veneers are lacquered using a 6 steps/layers of UV high gloss polyester lacquer. Manufactured according to European and international standards.Status Italy","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Prestige-Classic.gif","p6349-i7593+i7591+i7595+i7596+i7597","3999.99","shopify","Size","Queen"
"onda-drop-white,-camelgroup-italy-set","UPDATE","Onda Drop White, Camelgroup Italy Set","**NEW MIRROR DESIGN LIKE ON THE MAIN PICTURE   The headboard is upholstered in soft Nabuk eco-leather Made in Italy. Treated with stain repellent Teflon technology and finished with glitter effect. The original crystals strip from Swarovski of Austria are hand sawn onto the headboard by crafted Italian tailors.   Finish : High gloss lacquered finish :  High gloss polyester lacquer with anti- yellowing treatment with UV (ultra violet) drying process.","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Onda-Drop-White-Camelgroup-Italy.gif","p6734-i10462+i10463+i10464+i10465+i10466","4899.99","shopify","Size","King"
"onda-drop-white,-camelgroup-italy-set","UPDATE","Onda Drop White, Camelgroup Italy Set","**NEW MIRROR DESIGN LIKE ON THE MAIN PICTURE   The headboard is upholstered in soft Nabuk eco-leather Made in Italy. Treated with stain repellent Teflon technology and finished with glitter effect. The original crystals strip from Swarovski of Austria are hand sawn onto the headboard by crafted Italian tailors.   Finish : High gloss lacquered finish :  High gloss polyester lacquer with anti- yellowing treatment with UV (ultra violet) drying process.","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Onda-Drop-White-Camelgroup-Italy.gif","p6734-i10461+i10460+i10464+i10465+i10466","4799.99","shopify","Size","Queen"
"donatello-night-set","UPDATE","Donatello Night Set","Luxury high- end classic bedroom from Arredoclassic; Italy. Neo classic style combined with traditional elements. High quality and durability.  Made in Italy","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Collections_Arredoclassic-Bedroom-Italy_Donatello-Night.gif","p5219-i5261+i5257+i5263+i5263","11899.99","shopify","Size","King"
"donatello-night-set","UPDATE","Donatello Night Set","Luxury high- end classic bedroom from Arredoclassic; Italy. Neo classic style combined with traditional elements. High quality and durability.  Made in Italy","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Collections_Arredoclassic-Bedroom-Italy_Donatello-Night.gif","p5219-i5258+i5257+i5263+i5263","11199.99","shopify","Size","Queen"
"altea-set","UPDATE","Altea Set","An intimate and bright atmosphere with a touch of modern flavor is made richer by Art Déco wall paper. The geometric pattern of the roof is bordered by a nice decoration. The precious and modern headboard of bed ALTEA is a counter point to the home general atmosphere. Brown lines are lacquered brown panels which goes in contrast with the ivory color of the item.  Headboard: Eco-leather","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Altea.gif","p8341-i17712+i17707+i17708+i17709+i17710","6899.99","shopify","Size","King"
"altea-set","UPDATE","Altea Set","An intimate and bright atmosphere with a touch of modern flavor is made richer by Art Déco wall paper. The geometric pattern of the roof is bordered by a nice decoration. The precious and modern headboard of bed ALTEA is a counter point to the home general atmosphere. Brown lines are lacquered brown panels which goes in contrast with the ivory color of the item.  Headboard: Eco-leather","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Altea.gif","p8341-i17711+i17706+i17708+i17709+i17710","6499.99","shopify","Size","Queen"
"dover-beige-night-set","UPDATE","Dover Beige Night Set","Modern Bedroom Furniture set Made in Italy  *Stock handles: Intreccio *Stock Color: Collins 1 Beige *Headboard: Eco-Leather Brown  The stock option has no lights; lights available to order for special order.","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Brands_MCS-Modern-Bedrooms_Dover-Beige-Night.gif","p10645-i24861+i24863+i24864+i24865","2599.99","shopify","Size","King"
"dover-beige-night-set","UPDATE","Dover Beige Night Set","Modern Bedroom Furniture set Made in Italy  *Stock handles: Intreccio *Stock Color: Collins 1 Beige *Headboard: Eco-Leather Brown  The stock option has no lights; lights available to order for special order.","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Brands_MCS-Modern-Bedrooms_Dover-Beige-Night.gif","p10645-i24862+i24863+i24864+i24865","2399.99","shopify","Size","Queen"
"martina-bed-with-storage,-m127,-c127,-e96,-s127-set","UPDATE","Martina Bed With Storage, M127, C127, E96, S127 Set","Modern Bedroom Set w/Storage made in Spain.  Upholstery: SERIE A - ECOLEATHER BEIGE - BED WITH WOODEN HEADBOARD FRAME  Color: Beige Finish: Semigloss Nightstands and Dresser with Soft closing drawers","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Martina-M127-C127-E96.jpg","p9781-i22070+i22071+i22072+i22073","4799.99","shopify","Size","King"
"martina-bed-with-storage,-m127,-c127,-e96,-s127-set","UPDATE","Martina Bed With Storage, M127, C127, E96, S127 Set","Modern Bedroom Set w/Storage made in Spain.  Upholstery: SERIE A - ECOLEATHER BEIGE - BED WITH WOODEN HEADBOARD FRAME  Color: Beige Finish: Semigloss Nightstands and Dresser with Soft closing drawers","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Martina-M127-C127-E96.jpg","p9781-i22069+i22071+i22072+i22073","4099.99","shopify","Size","Queen"
"carmen-white-set","UPDATE","Carmen White Set","Headboard: ECOLEATHER HEADBOARD-BENGAL Blanco fabric (  73% PVC & 27% PES(Fibre))  Bed: 220 High Gloss White; Eco leather BENGAL Blanco   Nightstand;Dresser;Chest Finish: White 120 MATT carcas / Fronts 220 High Gloss/ Handle SERIK II   Mirror: 220 High Gloss White  The drawers have a self-closing mechanism.  Rhombus design mirror   <iframe width="560" height="315" src="https://www.youtube.com/embed/y7hSF9BNo9U" frameborder="0" gesture="media" allowfullscreen></iframe>","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Carmen-White.gif","p7227-i11616+i11607+i11608+i11609+i11612","7399.99","shopify","Size","King"
"carmen-white-set","UPDATE","Carmen White Set","Headboard: ECOLEATHER HEADBOARD-BENGAL Blanco fabric (  73% PVC & 27% PES(Fibre))  Bed: 220 High Gloss White; Eco leather BENGAL Blanco   Nightstand;Dresser;Chest Finish: White 120 MATT carcas / Fronts 220 High Gloss/ Handle SERIK II   Mirror: 220 High Gloss White  The drawers have a self-closing mechanism.  Rhombus design mirror   <iframe width="560" height="315" src="https://www.youtube.com/embed/y7hSF9BNo9U" frameborder="0" gesture="media" allowfullscreen></iframe>","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Carmen-White.gif","p7227-i11615+i11606+i11608+i11609+i11612","6799.99","shopify","Size","Queen"
"onda-dresser/chest-set","UPDATE","Onda Dresser/chest Set","Beautiful addition to any white modern bedroom.  Soft closing drawers.","ESF","dresser-chest sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Dressers-and-Chests_Onda-DresserChest.gif","p11030-i26121+i26122+i26123","3499.99","shopify","",""
"veronica-bed-with-storage,-m137,-c137,-e96-set","UPDATE","Veronica Bed With Storage, M137, C137, E96 Set","Modern Bedroom Furniture set w/Storage made in Spain.  Headboard color : Grey-Yellow  Nightstand & Dresser Finish : White High Gloss Nightstands and Dresser with Soft closing drawers","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Veronica.gif","p9778-i22054+i22056+i22057+i22058","4499.99","shopify","Size","King"
"veronica-bed-with-storage,-m137,-c137,-e96-set","UPDATE","Veronica Bed With Storage, M137, C137, E96 Set","Modern Bedroom Furniture set w/Storage made in Spain.  Headboard color : Grey-Yellow  Nightstand & Dresser Finish : White High Gloss Nightstands and Dresser with Soft closing drawers","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Veronica.gif","p9778-i22056+i22057+i22058","1899.99","shopify","Size","Queen"
"aida-white/silver-2-door-wardrobe-set","UPDATE","Aida White/silver 2 Door Wardrobe Set","Classic Style 2 Door White/Silver Aida Wardrobe.  Inside : 1 x shelf and 1 x coat hanger","ESF","wardrobes","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Wardrobes_Aida-WhiteSilver-2-Door-Wardrobe.gif","p10412-i24003","899.99","shopify","",""
"carmen-white-2-door-wardrobe-set","UPDATE","Carmen White 2 Door Wardrobe Set","2 Door White Carmen Wardrobe is a beautiful and useful addition to any white bedroom .  Inside : 1 x shelf and 1 x coat hanger  Finish: Front High Gloss Finish White 220; Carcass: 120 White Matt","ESF","wardrobes","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Wardrobes_Carmen-White-2-Door-Wardrobe.jpg","p10421-i23980","2099.99","shopify","",""
"platinum-4-door-wardrobe-set","UPDATE","Platinum 4 Door Wardrobe Set","Simply designed Platinum 4 Door Wardrobe fits well with both classical and traditional interior designs.  Standard accessories : 1 shelf + 1 hanging rail per section.  Finish : High gloss lacquered finish :  High gloss polyester lacquer with anti- yellowing treatment with UV (ultra violet) drying process.","ESF","wardrobes","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Wardrobes_Platinum-4-Door-Wardrobe.jpg","p10431-i23982","2899.99","shopify","",""
"kiu-night-stand-set","UPDATE","Kiu Night Stand Set","Stylish modern looking white Kiu Night Table - perfect for any interior style.   Finish:Carcass 120 matt & Front 220 High Gloss - White Color  Night stand; dressers and chest without light. Special order is available for n/s; dressers ; chest and mirror with light. ","ESF","nightstand sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Nightstands_Kiu-Night-Stand.gif","p10971-i26014","899.99","shopify","",""
"kiu-chest-set","UPDATE","Kiu Chest Set","Stylish modern looking white Kiu Collection - perfect for any white interior style.  Finish: Carcass 120 matt & Front 220 High Gloss - White Color  Night stand; dressers and chest without light. Special order is available for n/s; dressers ; chest and mirror with light.","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Dressers-and-Chests_Kiu-DresserChest.gif","p10972-i26015","2699.99","shopify","Size","King"
"kiu-chest-set","UPDATE","Kiu Chest Set","Stylish modern looking white Kiu Collection - perfect for any white interior style.  Finish: Carcass 120 matt & Front 220 High Gloss - White Color  Night stand; dressers and chest without light. Special order is available for n/s; dressers ; chest and mirror with light.","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Dressers-and-Chests_Kiu-DresserChest.gif","p10972-i26015","2699.99","shopify","Size","Queen"
"tekno-bedroom-set","UPDATE","Tekno Bedroom Set","Italian contemporary design Tekno Bedroom furniture set aimed at a modern consumer who seeks clear-cut lines and a up-to-date look.  Finish : High gloss lacquered finish :  High gloss polyester lacquer with anti- yellowing treatment with UV (ultra violet) drying process.","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Tekno-Bedroom.gif","p10183-i23792+i23793+i23794+i23817","3499.99","shopify","Size","King"
"tekno-bedroom-set","UPDATE","Tekno Bedroom Set","Italian contemporary design Tekno Bedroom furniture set aimed at a modern consumer who seeks clear-cut lines and a up-to-date look.  Finish : High gloss lacquered finish :  High gloss polyester lacquer with anti- yellowing treatment with UV (ultra violet) drying process.","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Tekno-Bedroom.gif","p10183-i23791+i23793+i23794+i23817","3299.99","shopify","Size","Queen"
"new-star-bedroom-set","UPDATE","New Star Bedroom Set","New Star Collection - contemporary bedroom furniture set design rich in details.   Headboard : fire resistant microfiber  Drawers: Soft closing push/pull  Color Finish: Brushed Burnt Oak   Manufactured according to European and International standards.   100% Made in Italy ","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_New-Star_1.gif","p9463-i21714+i21715+i21716+i21718","4999.99","shopify","Size","King"
"new-star-bedroom-set","UPDATE","New Star Bedroom Set","New Star Collection - contemporary bedroom furniture set design rich in details.   Headboard : fire resistant microfiber  Drawers: Soft closing push/pull  Color Finish: Brushed Burnt Oak   Manufactured according to European and International standards.   100% Made in Italy ","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_New-Star_1.gif","p9463-i21713+i21715+i21716+i21718","4799.99","shopify","Size","Queen"
"onda-white-night-stand-set","UPDATE","Onda White Night Stand Set","Beautiful white high gloss finish Onda night table - will fit in any room. Soft closing drawers.","ESF","nightstand sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Nightstands_Onda-White-Night-Stand.jpg","p11029-i26120","599.99","shopify","",""
"aida-black-gold-dresser-set","UPDATE","Aida Black-gold Dresser Set","Luxury Style black-gold double dresser will fit perfectly into any interiors.","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Dressers-and-Chests_Aida-Black-Gold-Dresser.gif","p11039-i26136","1099.99","shopify","Size","King"
"aida-black-gold-dresser-set","UPDATE","Aida Black-gold Dresser Set","Luxury Style black-gold double dresser will fit perfectly into any interiors.","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Dressers-and-Chests_Aida-Black-Gold-Dresser.gif","p11039-i26136","1099.99","shopify","Size","Queen"
"medea-bedroom-set","UPDATE","Medea Bedroom Set","Medea Collection - contemporary bedroom furniture set design rich in details.  Drawers: Soft closing push/pull  Color Finish: Vintage Oak  Manufactured according to European and International standards.  100% Made in Italy","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Medea-Bedroom.gif","p11048-i26158+i26159+i26160+i26161","4299.99","shopify","Size","King"
"medea-bedroom-set","UPDATE","Medea Bedroom Set","Medea Collection - contemporary bedroom furniture set design rich in details.  Drawers: Soft closing push/pull  Color Finish: Vintage Oak  Manufactured according to European and International standards.  100% Made in Italy","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Medea-Bedroom.gif","p11048-i26157+i26159+i26160+i26161","4099.99","shopify","Size","Queen"
"picasso-bedroom-set","UPDATE","Picasso Bedroom Set","Exclusive bedroom furniture set in warm beige and brown mix colors. This contemporary set will make your space look cozy and warm. Manufactured according to European and international standards. Made in Italy","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Picasso-Bedroom.gif","p11104-i26322+i26323+i26324+i26325","3299.99","shopify","Size","King"
"picasso-bedroom-set","UPDATE","Picasso Bedroom Set","Exclusive bedroom furniture set in warm beige and brown mix colors. This contemporary set will make your space look cozy and warm. Manufactured according to European and international standards. Made in Italy","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Picasso-Bedroom.gif","p11104-i26321+i26323+i26324+i26325","3099.99","shopify","Size","Queen"
"treviso-night-stand-set","UPDATE","Treviso Night Stand Set","Elegant modern style white-grey night stand from Treviso collection.  *Soft close mechanism. *Shiny chrome handles Made in Italy.","ESF","nightstand sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Nightstands_Treviso-Night-Stand.gif","p10907-i25631","499.99","shopify","",""
"marina-2-door-wardrobe-set","UPDATE","Marina 2 Door Wardrobe Set","2 Door Cappuccino Marina Wardrobe is a beautiful and useful addition to any bedroom .  Inside : 1 x shelf and 1 x coat hanger","ESF","wardrobes","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Wardrobes_Marina-2-Door-Wardrobe.jpg","p10406-i23953","2099.99","shopify","",""
"aida-black/gold-4-door-wardrobe-set","UPDATE","Aida Black/gold 4 Door Wardrobe Set","Classic Style 4 Door Black/Gold Aida Wardrobe.  2 Wooden + 2 Mirror Door.  Inside : 2 x shelf and 2 x coat hanger","ESF","wardrobes","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Wardrobes_Aida-BlackGold-4-Door-Wardrobe.gif","p10411-i24004","1799.99","shopify","",""
"cordoba-night-stand-set","UPDATE","Cordoba Night Stand Set","Beautiful Cordoba Night Table perfect for modern interior. Elegant addition any white bed.","ESF","nightstand sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Nightstands_Cordoba-Night-Stand.gif","p10964-i26002","799.99","shopify","",""
"elena-bedroom-set","UPDATE","Elena Bedroom Set","This Bedroom Furniture Set is a great addition to a modern bedroom style. Available with storage drawers. For regular set available to add Chest; Double Dresser or 2 Door Wardrobe. The finish is matt. All night stands and dresser drawers are equipped with self closing mechanisms. Hardware used for the bed base is all from Europe.  COLOR: OFF White Creamy/Walnut Finish Color : AMERICAN WALNUT / MATT ARENA LACQUER","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Elena-Bedroom.gif","p6969-i11342+i11085+i11089+i11090+i11092","6199.99","shopify","Size","King"
"elena-bedroom-set","UPDATE","Elena Bedroom Set","This Bedroom Furniture Set is a great addition to a modern bedroom style. Available with storage drawers. For regular set available to add Chest; Double Dresser or 2 Door Wardrobe. The finish is matt. All night stands and dresser drawers are equipped with self closing mechanisms. Hardware used for the bed base is all from Europe.  COLOR: OFF White Creamy/Walnut Finish Color : AMERICAN WALNUT / MATT ARENA LACQUER","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Elena-Bedroom.gif","p6969-i11343+i11086+i11089+i11090+i11092","5799.99","shopify","Size","Queen"
"emporio-night-stand-set","UPDATE","Emporio Night Stand Set","Contemporary high night table in matt/high gloss finish.  Beautiful addition to any white bedroom.   Finish: Front High Gloss Finish White 220; Carcass: 120 White Matt ","ESF","nightstand sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Nightstands_Emporio-Night-Stand.gif","p10928-i25681","1099.99","shopify","",""
"dover-brown-night-set","UPDATE","Dover Brown Night Set","Modern bedroom Furniture Set Made in Italy  *Stock handles : Intreccio Design *Stock Color: Collins 2 Brown *Headboard: Eco-Leather Brown  The stock option has no lights; lights available to order for special order.","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Brands_MCS-Modern-Bedrooms_Dover-Brown-Night.gif","p10646-i24874+i24876+i24877+i24878","2599.99","shopify","Size","King"
"dover-brown-night-set","UPDATE","Dover Brown Night Set","Modern bedroom Furniture Set Made in Italy  *Stock handles : Intreccio Design *Stock Color: Collins 2 Brown *Headboard: Eco-Leather Brown  The stock option has no lights; lights available to order for special order.","ESF","bedroom sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Brands_MCS-Modern-Bedrooms_Dover-Brown-Night.gif","p10646-i24875+i24876+i24877+i24878","2399.99","shopify","Size","Queen"
"adagio-night-stand-set","UPDATE","Adagio Night Stand Set","Stylish contemporary Adagio Night Stand. Beautiful addition to any bright bedroom.  *Color: Ivory *Finish: High gloss *Soft closing mechanism","ESF","nightstand sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Nightstands_.jpg","p10908-i25632","699.99","shopify","",""
"anna-night-stand-set","UPDATE","Anna Night Stand Set","Beautiful addition to any white or beige bedroom.  Finish: Matt White and Natural Oak","ESF","nightstand sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Nightstands_Anna.gif","p10916-i25654+i25655","1199.99","shopify","",""
"carmen-night-stand-set","UPDATE","Carmen Night Stand Set","Premium 2 drawer night stand in walnut color with modern shiny chrome handle.  High gloss finish fronts; mat sides and top.","ESF","nightstand sets","ESF2020","FALSE","web","http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Nightstands_Carmen-Night-Stand.jpg","p10922-i25673","799.99","shopify","",""
